UNIQUE KEY,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,PERSONS INJURED,PERSONS KILLED,PEDESTRIANS INJURED,PEDESTRIANS KILLED,CYCLISTS INJURED,CYCLISTS KILLED,MOTORISTS INJURED,MOTORISTS KILLED,VEHICLE 1 TYPE,VEHICLE 2 TYPE,VEHICLE 3 TYPE,VEHICLE 4 TYPE,VEHICLE 5 TYPE,VEHICLE 1 FACTOR,VEHICLE 2 FACTOR,VEHICLE 3 FACTOR,VEHICLE 4 FACTOR,VEHICLE 5 FACTOR
3216294,5/6/2015,15:20,QUEENS,11385,40.6980146,-73.9026431,"(40.6980146, -73.9026431)",CYPRESS AVENUE,GEORGE STREET,,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3253525,7/3/2015,23:38,BRONX,10457,40.8468116,-73.9082987,"(40.8468116, -73.9082987)",EASTBURN AVENUE,EAST 175 STREET,,0,0,0,0,0,0,0,0,LIVERY VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3517062,9/10/2016,17:09,,,,,,ARCHER AVENUE,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3513660,9/3/2016,10:09,QUEENS,11417,,,,,,102-000   LIBERTY AVENUE,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3578446,12/10/2016,14:45,STATEN ISLAND,10312,40.5588868,-74.1976949,"(40.5588868, -74.1976949)",ARTHUR KILL ROAD,ARDEN AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PICK-UP TRUCK,,,,FOLLOWING TOO CLOSELY,UNSPECIFIED,,,
3623343,2/27/2017,22:00,BRONX,10465,40.87831,-73.870155,"(40.87831, -73.870155)",EAST GUN HILL ROAD,BRONX RIVER PARKWAY,,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,,,
3179235,3/2/2015,9:18,BROOKLYN,11211,40.7095517,-73.9588589,"(40.7095517, -73.9588589)",SOUTH 5 STREET,HAVEMEYER STREET,,0,0,0,0,0,0,0,0,SMALL COM VEH(4 TIRES),VAN,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3503129,8/18/2016,11:08,BROOKLYN,11228,,,,,,7105      11 AVENUE,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3224813,5/20/2015,18:05,BRONX,10473,40.822904,-73.8700399,"(40.822904, -73.8700399)",,,900 FTELEY AVE,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,VAN,,,,UNSPECIFIED,UNSPECIFIED,,,
3432839,4/29/2016,10:45,,,40.6657392,-73.7519309,"(40.6657392, -73.7519309)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3219701,5/13/2015,12:37,MANHATTAN,10128,40.7872263,-73.9541633,"(40.7872263, -73.9541633)",EAST 96 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3550851,10/28/2016,11:10,BROOKLYN,11210,40.6137206,-73.9521214,"(40.6137206, -73.9521214)",AVENUE O,EAST 22 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3454247,5/26/2016,8:00,STATEN ISLAND,10305,40.5881647,-74.0882029,"(40.5881647, -74.0882029)",DELAWARE AVENUE,LACONIA AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3501331,8/15/2016,15:08,QUEENS,11368,,,,JUNCTION BOULEVARD,44 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3459626,6/10/2016,15:00,,,40.6663428,-73.8008026,"(40.6663428, -73.8008026)",,,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3334102,11/13/2015,18:33,MANHATTAN,10019,40.7667145,-73.9828775,"(40.7667145, -73.9828775)",WEST 57 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3167982,2/11/2015,4:25,,,40.6109292,-74.1165489,"(40.6109292, -74.1165489)",,,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,,,,,DRIVER INATTENTION/DISTRACTION,,,,
3452164,5/28/2016,13:30,QUEENS,11358,40.7526127,-73.7922882,"(40.7526127, -73.7922882)",UTOPIA PARKWAY,ASHBY AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3455595,6/2/2016,18:40,,,,,,31 AVENUE,,,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3195744,3/31/2015,21:45,BROOKLYN,11235,40.5881398,-73.931783,"(40.5881398, -73.931783)",KNAPP STREET,VOORHIES AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,TURNING IMPROPERLY,DRIVER INATTENTION/DISTRACTION,,,
3420165,4/13/2016,14:00,BROOKLYN,11221,40.6920346,-73.9456428,"(40.6920346, -73.9456428)",DE KALB AVENUE,TOMPKINS AVENUE,,3,0,0,0,0,0,2,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,GLARE,GLARE,GLARE,GLARE,
3215252,5/5/2015,13:30,,,,,,108 STREET,37 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3466435,6/22/2016,14:40,MANHATTAN,10013,40.7208345,-73.9976551,"(40.7208345, -73.9976551)",CENTRE STREET,BROOME STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,OTHER,,,,UNSPECIFIED,UNSPECIFIED,,,
3601476,1/19/2017,13:00,,,40.820053,-73.92666,"(40.820053, -73.92666)",GRAND CONCOURSE,,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,OTHER VEHICULAR,UNSPECIFIED,,,
3384162,2/5/2016,14:55,,,,,,CLINTON STREET,HAMILTON AVENUE,,0,0,0,0,0,0,0,0,TAXI,OTHER,,,,UNSPECIFIED,UNSPECIFIED,,,
3570648,11/30/2016,4:11,,,,,,,,399       SIMONSON AVENUE,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3146831,1/2/2015,23:40,BROOKLYN,11249,40.7228356,-73.9568665,"(40.7228356, -73.9568665)",WYTHE AVENUE,NORTH 13 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,VIEW OBSTRUCTED/LIMITED,PHYSICAL DISABILITY,,,
3482141,7/17/2016,18:30,,,40.6040965,-74.0203486,"(40.6040965, -74.0203486)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3367556,1/8/2016,16:30,BRONX,10462,40.8312111,-73.8508718,"(40.8312111, -73.8508718)",POWELL AVENUE,CASTLE HILL AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3489361,7/26/2016,11:00,,,,,,BRUCKNER BOULEVARD,MORRISON AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,UNSPECIFIED,,,
3291221,9/5/2015,23:50,BROOKLYN,11212,40.659204,-73.9099875,"(40.659204, -73.9099875)",NEWPORT STREET,BRISTOL STREET,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,LOST CONSCIOUSNESS,LOST CONSCIOUSNESS,,,
3317990,10/19/2015,6:45,MANHATTAN,10016,40.7454414,-73.9753944,"(40.7454414, -73.9753944)",EAST 35 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,PICK-UP TRUCK,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3152216,1/13/2015,13:45,BROOKLYN,11230,40.6337025,-73.9671851,"(40.6337025, -73.9671851)",CONEY ISLAND AVENUE,NEWKIRK AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3266602,7/27/2015,22:25,QUEENS,11378,40.7232512,-73.8888176,"(40.7232512, -73.8888176)",71 STREET,60 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,BACKING UNSAFELY,DRIVER INATTENTION/DISTRACTION,,,
3147034,1/3/2015,17:10,MANHATTAN,10034,40.8634114,-73.9231348,"(40.8634114, -73.9231348)",POST AVENUE,ACADEMY STREET,,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,,,,,PASSENGER DISTRACTION,,,,
3282542,8/22/2015,12:20,,,40.7605122,-73.8291334,"(40.7605122, -73.8291334)",,,PARKING LOT 138 ST & 39 AVE,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,BACKING UNSAFELY,BACKING UNSAFELY,,,
3235059,6/4/2015,16:00,QUEENS,11366,40.7257899,-73.791744,"(40.7257899, -73.791744)",UNION TURNPIKE,UTOPIA PARKWAY,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3311010,10/8/2015,5:30,MANHATTAN,10017,40.757233,-73.976047,"(40.757233, -73.976047)",EAST 49 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,VAN,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3450226,5/19/2016,21:18,BROOKLYN,11210,40.6172116,-73.9450662,"(40.6172116, -73.9450662)",NOSTRAND AVENUE,AVENUE N,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3495299,8/7/2016,4:08,MANHATTAN,10002,,,,,,19        PITT STREET,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3606510,1/29/2017,13:50,,,40.853336,-73.9196,"(40.853336, -73.9196)",CEDAR AVENUE,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3225544,5/21/2015,16:30,BROOKLYN,11203,40.6492783,-73.9436055,"(40.6492783, -73.9436055)",SNYDER AVENUE,BROOKLYN AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3381685,1/31/2016,15:45,,,,,,ULMER STREET,WHITESTONE EXPRESSWAY E SVC RD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3619762,2/22/2017,2:24,,,40.789684,-73.94815,"(40.789684, -73.94815)",EAST 102 STREET,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3183976,3/9/2015,6:45,,,40.6776913,-73.8288373,"(40.6776913, -73.8288373)",,,PARKING LOT 110-00 ROCKAWAY BOULEVARD,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3157328,1/21/2015,8:15,BRONX,10469,40.8721032,-73.8498761,"(40.8721032, -73.8498761)",BOUCK AVENUE,EAST GUN HILL ROAD,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3234942,6/5/2015,17:05,BROOKLYN,11217,40.6808806,-73.9837107,"(40.6808806, -73.9837107)",BUTLER STREET,3 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,VAN,,,,UNSPECIFIED,UNSPECIFIED,,,
3183089,3/8/2015,9:40,,,,,,PAULDING AVENUE,BOGART AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PICK-UP TRUCK,,,,UNSPECIFIED,UNSPECIFIED,,,
3461532,6/13/2016,13:34,QUEENS,11385,40.7012593,-73.8998505,"(40.7012593, -73.8998505)",,,59-31 70 AVENUE,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3462359,6/14/2016,10:15,,,,,,GRAND CENTRAL PARKWAY,MAIN STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3213322,5/2/2015,21:05,QUEENS,11372,40.7486785,-73.8945388,"(40.7486785, -73.8945388)",37 AVENUE,71 STREET,,0,0,0,0,0,0,0,0,SMALL COM VEH(4 TIRES),SPORT UTILITY/STATION WAGON,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3420988,4/20/2016,9:18,,,40.6915381,-73.99911,"(40.6915381, -73.99911)",ATLANTIC AVENUE,,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3436200,5/5/2016,9:00,BROOKLYN,11224,40.5727507,-73.9970447,"(40.5727507, -73.9970447)",SURF AVENUE,WEST 31 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3622581,2/25/2017,10:05,MANHATTAN,10019,40.76457,-73.97364,"(40.76457, -73.97364)",CENTRAL PARK SOUTH,GRAND ARMY PLAZA,,0,0,0,0,0,0,0,0,TAXI,SPORT UTILITY/STATION WAGON,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3268192,7/30/2015,18:29,,,40.7639012,-73.9532241,"(40.7639012, -73.9532241)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,FATIGUED/DROWSY,FATIGUED/DROWSY,,,
3415338,4/10/2016,20:15,BROOKLYN,11214,40.6066763,-73.9925199,"(40.6066763, -73.9925199)",21 AVENUE,80 STREET,,1,0,1,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,,,,
3571961,11/30/2016,8:11,,,40.7471163,-73.9689359,"(40.7471163, -73.9689359)",,,,2,0,0,0,0,0,2,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,FOLLOWING TOO CLOSELY,UNSPECIFIED,,,
3557178,11/6/2016,16:11,BRONX,10455,40.8203953,-73.9139642,"(40.8203953, -73.9139642)",EAST 156 STREET,ELTON AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3497153,8/6/2016,22:08,BRONX,10473,,,,CASTLE HILL AVENUE,VIRGIL PLACE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3552262,10/25/2016,13:10,MANHATTAN,10017,40.7491572,-73.9726934,"(40.7491572, -73.9726934)",EAST 41 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PICK-UP TRUCK,,,,UNSPECIFIED,UNSPECIFIED,,,
3621019,2/22/2017,16:05,,,40.73329,-73.98719,"(40.73329, -73.98719)",EAST 14 STREET,,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3290000,9/4/2015,17:29,MANHATTAN,10026,40.8032165,-73.9525305,"(40.8032165, -73.9525305)",WEST 116 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,TAXI,,,,OTHER ELECTRONIC DEVICE,UNSPECIFIED,,,
3442126,5/15/2016,17:08,MANHATTAN,10032,40.8327659,-73.9458242,"(40.8327659, -73.9458242)",BROADWAY,WEST 155 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3526041,9/23/2016,8:09,,,,,,OCEAN PARKWAY,,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,UNSPECIFIED,,,,
3560959,11/15/2016,20:11,QUEENS,11377,40.7398432,-73.897649,"(40.7398432, -73.897649)",LAUREL HILL BOULEVARD,67 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,DRIVER INEXPERIENCE,UNSPECIFIED,,,
3156211,1/19/2015,10:20,BROOKLYN,11223,40.598312,-73.9611853,"(40.598312, -73.9611853)",CONEY ISLAND AVENUE,AVENUE U,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3584797,12/22/2016,7:00,BROOKLYN,11208,40.6696572,-73.8613877,"(40.6696572, -73.8613877)",,,2784      LINDEN BOULEVARD,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,UNSAFE SPEED,UNSPECIFIED,,,
3379563,1/28/2016,14:50,BROOKLYN,11204,40.6165212,-73.9858588,"(40.6165212, -73.9858588)",20 AVENUE,65 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,FAILURE TO YIELD RIGHT-OF-WAY,FAILURE TO YIELD RIGHT-OF-WAY,,,
3271354,8/4/2015,10:00,,,40.7420646,-73.8245213,"(40.7420646, -73.8245213)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,FATIGUED/DROWSY,UNSPECIFIED,UNSPECIFIED,,
3565205,11/21/2016,15:11,QUEENS,11427,40.7323753,-73.7456573,"(40.7323753, -73.7456573)",,,224-16    STRONGHURST AVENUE,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3603639,1/18/2017,8:35,MANHATTAN,10030,40.823647,-73.943855,"(40.823647, -73.943855)",WEST 145 STREET,EDGECOMBE AVENUE,,0,0,0,0,0,0,0,0,PICK-UP TRUCK,,,,,UNSPECIFIED,,,,
3554838,11/4/2016,15:11,MANHATTAN,10016,40.7439442,-73.9836267,"(40.7439442, -73.9836267)",EAST 29 STREET,PARK AVENUE SOUTH,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,UNSPECIFIED,,,
3596434,1/11/2017,0:00,,,,,,EAST 161 STREET,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,OVERSIZED VEHICLE,UNSPECIFIED,,,
3491889,7/30/2016,14:07,BROOKLYN,11235,,,,,,3033      BRIGHTON 13 STREET,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3300080,9/19/2015,21:09,,,,,,EAST FORDHAM ROAD,EAST 188 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3187954,3/18/2015,12:41,MANHATTAN,10001,40.7520589,-74.0009817,"(40.7520589, -74.0009817)",WEST 30 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,TAXI,PASSENGER VEHICLE,,,,LOST CONSCIOUSNESS,PRESCRIPTION MEDICATION,,,
3193570,3/28/2015,19:00,BROOKLYN,11225,40.664083,-73.9481671,"(40.664083, -73.9481671)",FLATBUSH AVENUE,WESTBURY COURT,,0,0,0,0,0,0,0,0,UNKNOWN,,,,,UNSPECIFIED,,,,
3153707,1/16/2015,12:00,MANHATTAN,10024,40.785805,-73.9726712,"(40.785805, -73.9726712)",COLUMBUS AVENUE,WEST 85 STREET,,0,0,0,0,0,0,0,0,VAN,PASSENGER VEHICLE,,,,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,,,
3557868,11/3/2016,12:11,BROOKLYN,11231,40.6794818,-73.9953743,"(40.6794818, -73.9953743)",2 STREET,SMITH STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,UNSPECIFIED,UNSPECIFIED,,,
3403501,3/11/2016,12:11,BRONX,10463,40.8848157,-73.8997006,"(40.8848157, -73.8997006)",REVIEW PLACE,WEST 238 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3524151,9/19/2016,9:09,QUEENS,11434,,,,LEFFERTS BOULEVARD,SOUTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,SPORT UTILITY/STATION WAGON,,,,UNSPECIFIED,UNSPECIFIED,,,
3514565,9/6/2016,16:09,,,,,,1 AVENUE,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3234138,6/5/2015,15:30,MANHATTAN,10128,40.784237,-73.9470697,"(40.784237, -73.9470697)",EAST 96 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,LIVERY VEHICLE,,,,OTHER VEHICULAR,OTHER VEHICULAR,,,
3466885,6/22/2016,8:25,,,,,,NORTH HENRY STREET,MEEKER AVENUE,,0,0,0,0,0,0,0,0,VAN,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3326951,10/31/2015,16:40,QUEENS,11419,40.6882458,-73.823982,"(40.6882458, -73.823982)",103 AVENUE,120 STREET,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3418044,3/21/2016,17:00,BROOKLYN,11215,40.6584867,-73.9901966,"(40.6584867, -73.9901966)",,,346 22 STREET,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3157362,1/22/2015,3:20,,,40.5998717,-74.0083859,"(40.5998717, -74.0083859)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,,,,,PAVEMENT DEFECTIVE,,,,
3523622,9/17/2016,16:09,BROOKLYN,11205,,,,,,230       NOSTRAND AVENUE,1,0,1,0,0,0,0,0,SPORT UTILITY/STATION WAGON,,,,,DRIVER INATTENTION/DISTRACTION,,,,
3214875,5/4/2015,19:25,BROOKLYN,11226,40.6426886,-73.9576354,"(40.6426886, -73.9576354)",FLATBUSH AVENUE,CLARENDON ROAD,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,,,
3537472,10/10/2016,17:10,QUEENS,11385,40.7043093,-73.8563457,"(40.7043093, -73.8563457)",,,81-45     WOODHAVEN BOULEVARD,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3214500,5/4/2015,14:10,QUEENS,11375,40.7104699,-73.8509146,"(40.7104699, -73.8509146)",71 AVENUE,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,PRESCRIPTION MEDICATION,FAILURE TO YIELD RIGHT-OF-WAY,,,
3314874,10/13/2015,11:15,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",ALEXANDER AVENUE,EAST 138 STREET,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,
3347586,12/6/2015,16:00,MANHATTAN,10017,40.7541542,-73.9803938,"(40.7541542, -73.9803938)",5 AVENUE,WEST 43 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,OTHER,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3218714,5/11/2015,15:55,QUEENS,11354,40.7624202,-73.8275149,"(40.7624202, -73.8275149)",UNION STREET,37 AVENUE,,0,0,0,0,0,0,0,0,SPORT UTILITY/STATION WAGON,PASSENGER VEHICLE,,,,FATIGUED/DROWSY,UNSPECIFIED,,,
3280897,8/19/2015,23:00,MANHATTAN,10020,40.7578128,-73.979364,"(40.7578128, -73.979364)",WEST 48 STREET,ROCKEFELLER PLAZA,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,UNKNOWN,,,,UNSPECIFIED,UNSPECIFIED,,,
3192719,3/25/2015,16:10,,,40.6658519,-73.7518557,"(40.6658519, -73.7518557)",,,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,UNSPECIFIED,UNSPECIFIED,UNSPECIFIED,,
3434404,5/2/2016,19:40,MANHATTAN,10016,40.7463024,-73.9716588,"(40.7463024, -73.9716588)",EAST 38 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3333078,11/11/2015,22:55,,,,,,,,,1,0,0,0,0,0,1,0,SPORT UTILITY/STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,,UNSPECIFIED,UNSPECIFIED,,,
3382325,2/2/2016,10:15,BROOKLYN,11211,40.7140618,-73.9529114,"(40.7140618, -73.9529114)",METROPOLITAN AVENUE,RODNEY STREET,,0,0,0,0,0,0,0,0,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,,,,TURNING IMPROPERLY,UNSPECIFIED,,,
3529783,9/29/2016,13:09,,,,,,PARSONS BOULEVARD,,,1,0,0,0,0,0,1,0,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,,,
3535456,10/6/2016,9:10,MANHATTAN,10031,40.8264277,-73.9504508,"(40.8264277, -73.9504508)",WEST 145 STREET,BROADWAY,,1,0,1,0,0,0,0,0,TAXI,,,,,UNSPECIFIED,,,,
3192400,3/26/2015,22:05,MANHATTAN,10001,40.7448014,-73.9914181,"(40.7448014, -73.9914181)",AVENUE OF THE AMERICAS,WEST 26 STREET,,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,LIVERY VEHICLE,,,,UNSPECIFIED,UNSPECIFIED,,,
3617236,2/14/2017,22:10,BROOKLYN,11203,40.640705,-73.928185,"(40.640705, -73.928185)",,,843       EAST 51 STREET,0,0,0,0,0,0,0,0,PASSENGER VEHICLE,SPORT UTILITY/STATION WAGON,,,,BACKING UNSAFELY,UNSPECIFIED,,,
